transcript_id	Annotation_uniprot
P3503_114_TRINITY_DN19563_c0_g2_i1	Q80X90
P3503_115_TRINITY_DN2981_c0_g1_i1	Q96JA1
P3503_109_TRINITY_DN19510_c1_g2_i1	
P3503_111_TRINITY_DN22437_c0_g3_i2	P51857
P3503_111_TRINITY_DN22437_c0_g3_i1	P51857
P3503_102_TRINITY_DN24392_c0_g1_i1	
P3503_119_TRINITY_DN20625_c1_g1_i1	Q7T2B9
P3503_109_TRINITY_DN13743_c0_g1_i1	P03355
P3503_108_TRINITY_DN5042_c1_g1_i1	
P3503_125_TRINITY_DN36568_c1_g1_i1	
P3503_129_TRINITY_DN19461_c0_g2_i1	Q7ZWJ7
P3503_106_TRINITY_DN21239_c0_g1_i2	Q6ZJ05
P3503_111_TRINITY_DN22658_c0_g1_i1	Q14258
P3503_115_TRINITY_DN14293_c0_g2_i1	O43257
P3503_113_TRINITY_DN21074_c3_g2_i3	
P3503_114_TRINITY_DN285_c0_g1_i1	Q92574
P3503_118_TRINITY_DN38944_c0_g1_i1	
P3503_120_TRINITY_DN19787_c1_g1_i1	Q49AM3
P3503_132_TRINITY_DN17055_c2_g1_i1	
P3503_115_TRINITY_DN18778_c0_g1_i1	
P3503_129_TRINITY_DN18203_c0_g1_i1	
P3503_106_TRINITY_DN6369_c0_g1_i1	
P3503_109_TRINITY_DN24105_c0_g1_i1	Q568Q0
P3503_108_TRINITY_DN7313_c0_g1_i1	Q9ULS5
P3503_129_TRINITY_DN22356_c0_g1_i1	P35072
P3503_118_TRINITY_DN21621_c0_g1_i1	Q6ZN06
P3503_118_TRINITY_DN21621_c0_g1_i2	Q6ZN06
P3503_130_TRINITY_DN19850_c0_g1_i2	Q9TUM6
P3503_118_TRINITY_DN33689_c0_g1_i1	
P3503_108_TRINITY_DN21615_c0_g1_i1	
P3503_106_TRINITY_DN16303_c0_g1_i1	Q9Y2Q0
P3503_120_TRINITY_DN36145_c0_g1_i1	Q9R118
P3503_109_TRINITY_DN18950_c1_g2_i1	G5E829
P3503_115_TRINITY_DN4485_c1_g1_i1	
P3503_132_TRINITY_DN16181_c1_g1_i1	
P3503_118_TRINITY_DN6115_c0_g1_i1	
P3503_119_TRINITY_DN16111_c1_g1_i1	
P3503_120_TRINITY_DN21446_c5_g8_i8	
P3503_119_TRINITY_DN841_c0_g1_i1	
P3503_129_TRINITY_DN31353_c0_g1_i1	
P3503_109_TRINITY_DN17718_c0_g1_i2	
P3503_129_TRINITY_DN18931_c0_g1_i1	Q5U2R1
P3503_120_TRINITY_DN4737_c0_g1_i1	
P3503_123_TRINITY_DN34448_c0_g1_i1	Q04205
P3503_114_TRINITY_DN20722_c2_g1_i1	
P3503_120_TRINITY_DN37238_c0_g1_i1	
P3503_111_TRINITY_DN36153_c0_g1_i1	Q15361
P3503_119_TRINITY_DN8969_c0_g1_i1	Q5ZJA4
P3503_125_TRINITY_DN41089_c0_g1_i1	
P3503_114_TRINITY_DN28742_c0_g1_i1	
P3503_123_TRINITY_DN20216_c0_g1_i1	Q1LY51
P3503_103_TRINITY_DN28571_c0_g1_i1	
P3503_120_TRINITY_DN38267_c0_g1_i1	Q8AXV6
P3503_119_TRINITY_DN10228_c0_g1_i1	
P3503_105_TRINITY_DN34519_c0_g1_i1	
P3503_132_TRINITY_DN615_c0_g1_i1	
P3503_102_TRINITY_DN35176_c0_g1_i1	
P3503_132_TRINITY_DN5798_c0_g1_i1	
P3503_118_TRINITY_DN18904_c0_g2_i1	Q4QRJ7
P3503_106_TRINITY_DN19393_c0_g2_i1	Q00266
P3503_119_TRINITY_DN8124_c0_g1_i1	
P3503_106_TRINITY_DN30151_c0_g1_i1	
P3503_119_TRINITY_DN11739_c0_g1_i1	
P3503_117_TRINITY_DN17277_c0_g2_i1	Q6PGH2
P3503_131_TRINITY_DN25539_c0_g1_i1	
P3503_111_TRINITY_DN19882_c2_g2_i1	Q80U63
P3503_105_TRINITY_DN16750_c0_g3_i1	P22680
P3503_114_TRINITY_DN21571_c4_g1_i1	P43304
P3503_125_TRINITY_DN24462_c0_g1_i1	
P3503_101_TRINITY_DN17595_c1_g1_i1	
P3503_130_TRINITY_DN22009_c1_g2_i1	
P3503_105_TRINITY_DN16989_c0_g1_i3	P21127
P3503_105_TRINITY_DN16989_c0_g1_i1	P21127
P3503_103_TRINITY_DN34393_c0_g1_i1	
P3503_123_TRINITY_DN22433_c12_g1_i2	Q5RFL4
P3503_133_TRINITY_DN23008_c0_g1_i2	
P3503_119_TRINITY_DN23563_c0_g1_i1	
P3503_106_TRINITY_DN1718_c0_g1_i1	
P3503_118_TRINITY_DN18006_c0_g1_i1	
P3503_108_TRINITY_DN18516_c1_g1_i2	Q6NVU2
P3503_102_TRINITY_DN30106_c0_g1_i1	
P3503_108_TRINITY_DN28017_c0_g1_i1	P23469
P3503_125_TRINITY_DN19332_c0_g1_i1	Q1LWM5
P3503_114_TRINITY_DN37791_c0_g1_i1	
P3503_115_TRINITY_DN23336_c0_g1_i1	Q7ZVT5
P3503_132_TRINITY_DN11636_c1_g1_i1	
P3503_114_TRINITY_DN7017_c0_g1_i1	
P3503_125_TRINITY_DN22433_c0_g1_i17	
P3503_130_TRINITY_DN17296_c2_g1_i1	
P3503_123_TRINITY_DN8330_c0_g1_i1	
P3503_123_TRINITY_DN20186_c0_g2_i1	
P3503_109_TRINITY_DN26460_c0_g1_i1	
P3503_115_TRINITY_DN3259_c0_g1_i1	
P3503_115_TRINITY_DN18877_c1_g1_i1	Q5XF89
P3503_132_TRINITY_DN35738_c0_g1_i1	
P3503_109_TRINITY_DN9074_c0_g1_i1	A1L2T6
P3503_120_TRINITY_DN21357_c2_g1_i1	
P3503_119_TRINITY_DN21705_c0_g1_i2	Q5SRX1
P3503_115_TRINITY_DN14450_c1_g1_i1	Q5R7J9
P3503_106_TRINITY_DN19046_c0_g1_i1	O95336
P3503_119_TRINITY_DN21705_c0_g1_i1	Q5SRX1
P3503_120_TRINITY_DN21468_c3_g14_i1	
P3503_133_TRINITY_DN22684_c1_g1_i1	
P3503_119_TRINITY_DN6217_c0_g1_i1	Q6AXJ7
P3503_111_TRINITY_DN35172_c0_g1_i1	
P3503_129_TRINITY_DN30428_c0_g1_i1	
P3503_106_TRINITY_DN34153_c0_g1_i1	Q9HCJ5
P3503_125_TRINITY_DN20559_c0_g1_i1	
P3503_114_TRINITY_DN7867_c0_g1_i1	Q99N91
P3503_117_TRINITY_DN13865_c0_g1_i1	
P3503_114_TRINITY_DN19980_c2_g1_i1	
P3503_123_TRINITY_DN1004_c0_g1_i1	
P3503_109_TRINITY_DN4493_c0_g1_i1	
P3503_130_TRINITY_DN10096_c0_g1_i1	P08045
P3503_102_TRINITY_DN20946_c0_g1_i1	
P3503_109_TRINITY_DN33041_c0_g1_i1	
P3503_121_TRINITY_DN28628_c0_g1_i1	
P3503_103_TRINITY_DN31174_c0_g1_i1	
P3503_123_TRINITY_DN26262_c0_g1_i1	
P3503_130_TRINITY_DN29640_c0_g1_i1	Q9NUG4
P3503_129_TRINITY_DN39217_c0_g1_i1	
P3503_114_TRINITY_DN30642_c0_g1_i1	Q07108
P3503_103_TRINITY_DN34467_c0_g1_i1	
P3503_120_TRINITY_DN21727_c0_g1_i1	Q9NWQ8
P3503_120_TRINITY_DN15817_c0_g1_i1	Q9D0C1
P3503_129_TRINITY_DN18024_c2_g1_i1	
P3503_119_TRINITY_DN7308_c0_g1_i1	Q96T58
P3503_109_TRINITY_DN12385_c0_g1_i1	
P3503_111_TRINITY_DN23297_c8_g1_i1	Q17QR8
P3503_129_TRINITY_DN8902_c1_g1_i1	
P3503_103_TRINITY_DN23131_c0_g1_i1	
P3503_114_TRINITY_DN14668_c0_g3_i1	
P3503_118_TRINITY_DN26414_c0_g1_i1	
P3503_117_TRINITY_DN20588_c1_g1_i11	
P3503_114_TRINITY_DN19637_c0_g2_i2	O60140
P3503_114_TRINITY_DN19637_c0_g2_i1	O60140
P3503_106_TRINITY_DN21756_c2_g5_i1	Q96KV6
P3503_132_TRINITY_DN22987_c1_g2_i1	
P3503_132_TRINITY_DN32824_c0_g1_i1	
P3503_125_TRINITY_DN39513_c0_g1_i1	Q2KHV7
P3503_111_TRINITY_DN16244_c0_g2_i1	O62703
P3503_120_TRINITY_DN29983_c0_g1_i1	P81069
P3503_103_TRINITY_DN23537_c0_g1_i1	
P3503_132_TRINITY_DN15298_c0_g1_i1	
P3503_129_TRINITY_DN16951_c0_g1_i1	Q5R9L3
P3503_120_TRINITY_DN30454_c0_g1_i1	
P3503_115_TRINITY_DN4447_c0_g1_i1	Q6NY52
P3503_133_TRINITY_DN23302_c1_g2_i4	
P3503_106_TRINITY_DN20737_c1_g5_i1	Q3T191
P3503_111_TRINITY_DN28603_c0_g1_i1	
P3503_103_TRINITY_DN21209_c5_g3_i1	
P3503_103_TRINITY_DN20984_c1_g1_i1	A1L1P9
P3503_111_TRINITY_DN24692_c0_g1_i1	Q9NUW8
P3503_119_TRINITY_DN24806_c0_g1_i1	
P3503_118_TRINITY_DN22111_c1_g1_i1	O75899
P3503_103_TRINITY_DN7744_c0_g1_i1	Q9NPG4
P3503_109_TRINITY_DN23960_c0_g1_i1	B3DK56
P3503_125_TRINITY_DN31189_c0_g1_i1	O42611
P3503_132_TRINITY_DN20717_c0_g1_i1	Q9Y519
P3503_119_TRINITY_DN33892_c0_g1_i1	O94806
P3503_114_TRINITY_DN15544_c0_g1_i1	
P3503_111_TRINITY_DN36901_c0_g1_i1	
P3503_132_TRINITY_DN20543_c1_g1_i1	
P3503_123_TRINITY_DN22246_c2_g1_i1	O70191
P3503_120_TRINITY_DN20589_c2_g1_i1	
P3503_119_TRINITY_DN11966_c0_g1_i1	
P3503_103_TRINITY_DN21526_c1_g3_i3	Q14746
P3503_103_TRINITY_DN21526_c1_g3_i2	Q921L5
P3503_108_TRINITY_DN18062_c0_g1_i1	Q13620
P3503_118_TRINITY_DN19066_c0_g1_i1	
P3503_106_TRINITY_DN34171_c0_g1_i1	Q9Z0J1
P3503_106_TRINITY_DN13816_c1_g1_i1	
P3503_132_TRINITY_DN23060_c5_g2_i5	
P3503_118_TRINITY_DN8904_c0_g1_i1	
P3503_114_TRINITY_DN27512_c0_g1_i1	
P3503_113_TRINITY_DN30192_c0_g1_i1	Q9P2E3
P3503_109_TRINITY_DN11719_c0_g1_i1	A0JPA1
P3503_106_TRINITY_DN32846_c0_g1_i1	Q6VNB8
P3503_125_TRINITY_DN22287_c5_g4_i1	Q9D5J6
P3503_117_TRINITY_DN20476_c4_g1_i3	
P3503_103_TRINITY_DN21383_c3_g10_i7	Q3MI00
P3503_131_TRINITY_DN21159_c0_g1_i3	Q92172
P3503_109_TRINITY_DN24315_c0_g1_i1	
P3503_125_TRINITY_DN339_c1_g1_i1	Q62177
P3503_121_TRINITY_DN17252_c0_g1_i1	Q5F2E8
P3503_108_TRINITY_DN17621_c0_g1_i1	Q9WV32
P3503_114_TRINITY_DN21421_c2_g1_i1	Q91YE6
P3503_129_TRINITY_DN30702_c0_g1_i1	
P3503_133_TRINITY_DN23225_c1_g1_i1	P35072
P3503_111_TRINITY_DN20305_c0_g1_i1	
P3503_115_TRINITY_DN20642_c0_g1_i1	
P3503_125_TRINITY_DN32312_c0_g1_i1	P17863
P3503_103_TRINITY_DN11549_c0_g1_i1	
P3503_109_TRINITY_DN20715_c2_g12_i8	Q53FA7
P3503_129_TRINITY_DN42524_c0_g1_i1	
P3503_133_TRINITY_DN23168_c1_g1_i13	
P3503_129_TRINITY_DN17941_c0_g1_i1	A3QK15
P3503_114_TRINITY_DN30956_c0_g1_i1	P83877
P3503_111_TRINITY_DN13193_c0_g1_i1	Q6DF62
P3503_101_TRINITY_DN20905_c5_g7_i1	P32759
P3503_123_TRINITY_DN21434_c0_g1_i1	
P3503_108_TRINITY_DN35480_c0_g1_i1	
P3503_103_TRINITY_DN13520_c0_g2_i1	O57607
P3503_102_TRINITY_DN26372_c0_g1_i1	
P3503_108_TRINITY_DN34959_c0_g1_i1	Q8JFV4
P3503_115_TRINITY_DN24552_c0_g1_i1	Q5R5F2
P3503_131_TRINITY_DN5978_c0_g1_i1	
P3503_111_TRINITY_DN22886_c0_g1_i2	Q14DK5
P3503_114_TRINITY_DN34278_c0_g1_i1	
P3503_130_TRINITY_DN22248_c4_g6_i3	Q2KJI7
P3503_130_TRINITY_DN22248_c4_g6_i2	Q920A7
P3503_132_TRINITY_DN34763_c0_g1_i1	
P3503_123_TRINITY_DN31294_c0_g1_i1	
P3503_115_TRINITY_DN5824_c0_g1_i1	
P3503_125_TRINITY_DN21746_c1_g1_i1	Q91431
P3503_125_TRINITY_DN21746_c1_g1_i2	Q91431
P3503_103_TRINITY_DN30305_c0_g1_i1	
P3503_106_TRINITY_DN35191_c0_g1_i1	O43747
P3503_118_TRINITY_DN35498_c0_g1_i1	Q6UR05
P3503_113_TRINITY_DN18921_c0_g1_i1	Q6PF54
P3503_101_TRINITY_DN10203_c0_g1_i1	Q8CI96
P3503_129_TRINITY_DN32928_c0_g1_i1	Q5EAD8
P3503_109_TRINITY_DN18838_c0_g1_i2	Q6UFZ9
P3503_109_TRINITY_DN18838_c0_g1_i1	Q9NQX5
P3503_105_TRINITY_DN18145_c7_g1_i1	
P3503_129_TRINITY_DN19449_c0_g1_i1	P42356
P3503_123_TRINITY_DN16304_c1_g1_i1	O13156
P3503_111_TRINITY_DN36709_c0_g1_i1	Q96PY5
P3503_103_TRINITY_DN30527_c0_g1_i1	Q9W6T7
P3503_114_TRINITY_DN20986_c0_g2_i3	O15084
P3503_129_TRINITY_DN22248_c1_g1_i3	
P3503_106_TRINITY_DN40269_c0_g1_i1	Q9ULR3
P3503_129_TRINITY_DN22248_c1_g1_i7	
P3503_109_TRINITY_DN10390_c1_g1_i1	
P3503_114_TRINITY_DN28065_c0_g1_i1	
P3503_109_TRINITY_DN28648_c0_g1_i1	Q9ULK2
P3503_118_TRINITY_DN37634_c0_g1_i1	Q6GL41
P3503_129_TRINITY_DN22253_c8_g1_i2	
P3503_125_TRINITY_DN19899_c0_g1_i2	Q9WTK5
P3503_118_TRINITY_DN2987_c0_g1_i1	
P3503_121_TRINITY_DN187_c0_g1_i1	Q6X4M3
P3503_121_TRINITY_DN32310_c0_g1_i1	
P3503_125_TRINITY_DN18856_c0_g2_i1	P49321
P3503_132_TRINITY_DN28696_c0_g1_i1	P22129
P3503_108_TRINITY_DN5681_c1_g1_i1	
P3503_129_TRINITY_DN18907_c0_g1_i1	Q9CWB7
P3503_101_TRINITY_DN19871_c0_g1_i5	
P3503_117_TRINITY_DN13342_c0_g1_i1	
P3503_118_TRINITY_DN30347_c0_g1_i1	Q9H773
P3503_118_TRINITY_DN19389_c2_g1_i1	Q6ZXV5
P3503_118_TRINITY_DN9218_c0_g1_i1	Q68CP9
P3503_108_TRINITY_DN18030_c1_g1_i1	
P3503_125_TRINITY_DN26506_c0_g1_i1	O94972
P3503_108_TRINITY_DN27349_c0_g1_i1	
P3503_105_TRINITY_DN11876_c0_g1_i1	
P3503_118_TRINITY_DN9334_c0_g1_i1	
P3503_114_TRINITY_DN21714_c5_g2_i7	P05160
P3503_121_TRINITY_DN22721_c0_g1_i1	
P3503_114_TRINITY_DN21714_c5_g2_i1	P06909
P3503_129_TRINITY_DN21369_c0_g2_i1	Q0V947
P3503_118_TRINITY_DN26753_c0_g1_i1	
P3503_108_TRINITY_DN9010_c0_g1_i1	Q9D850
P3503_114_TRINITY_DN15172_c0_g1_i1	Q803I2
P3503_114_TRINITY_DN21714_c5_g2_i9	Q28085
P3503_114_TRINITY_DN25705_c0_g1_i1	
P3503_119_TRINITY_DN23235_c0_g2_i5	
P3503_111_TRINITY_DN23297_c8_g3_i2	P23906
P3503_111_TRINITY_DN1038_c0_g1_i1	Q8BLI0
P3503_119_TRINITY_DN18623_c0_g1_i1	
P3503_114_TRINITY_DN20681_c0_g2_i1	Q5ZMW3
P3503_109_TRINITY_DN25122_c0_g1_i1	
P3503_121_TRINITY_DN6569_c0_g1_i1	P0C276
P3503_114_TRINITY_DN20153_c0_g2_i1	
P3503_114_TRINITY_DN19194_c0_g1_i1	
P3503_119_TRINITY_DN23204_c2_g9_i2	
P3503_106_TRINITY_DN16401_c0_g1_i1	
P3503_106_TRINITY_DN204_c0_g1_i1	A6H7G2
P3503_111_TRINITY_DN23297_c8_g3_i1	P23906
P3503_108_TRINITY_DN24161_c0_g1_i1	Q16206
P3503_131_TRINITY_DN20642_c1_g1_i1	
P3503_131_TRINITY_DN21244_c0_g2_i2	Q9NRM6
P3503_119_TRINITY_DN22194_c0_g2_i1	
P3503_119_TRINITY_DN374_c0_g1_i1	
P3503_121_TRINITY_DN21138_c5_g1_i3	
P3503_106_TRINITY_DN11522_c0_g1_i1	Q32LR5
P3503_102_TRINITY_DN24175_c0_g1_i1	
P3503_129_TRINITY_DN19326_c0_g1_i1	
P3503_133_TRINITY_DN23424_c3_g1_i1	
P3503_102_TRINITY_DN14656_c0_g1_i1	
P3503_121_TRINITY_DN33792_c0_g1_i1	
P3503_121_TRINITY_DN15664_c0_g2_i1	
P3503_120_TRINITY_DN28808_c0_g1_i1	Q8C0I4
P3503_120_TRINITY_DN21389_c4_g2_i1	
P3503_113_TRINITY_DN21011_c1_g4_i6	
P3503_121_TRINITY_DN36880_c0_g1_i1	
P3503_101_TRINITY_DN20489_c1_g7_i3	
P3503_113_TRINITY_DN21011_c1_g4_i2	
P3503_108_TRINITY_DN20239_c0_g1_i1	
P3503_118_TRINITY_DN22293_c9_g7_i8	
P3503_129_TRINITY_DN37717_c0_g1_i1	
P3503_118_TRINITY_DN25951_c0_g1_i1	
P3503_123_TRINITY_DN35946_c0_g1_i1	A5PN09
P3503_111_TRINITY_DN9535_c0_g1_i1	
P3503_131_TRINITY_DN1657_c1_g1_i1	P18756
P3503_114_TRINITY_DN8035_c0_g1_i1	
P3503_125_TRINITY_DN908_c1_g1_i1	G5E8P0
P3503_109_TRINITY_DN35195_c0_g1_i1	
P3503_102_TRINITY_DN18511_c0_g1_i1	Q9EQC1
P3503_113_TRINITY_DN20654_c3_g2_i8	
P3503_130_TRINITY_DN18086_c0_g2_i1	P19221
P3503_106_TRINITY_DN3557_c0_g1_i1	Q8R2H7
P3503_111_TRINITY_DN20786_c0_g1_i1	Q7SZP9
P3503_119_TRINITY_DN10817_c1_g1_i1	A4IH88
P3503_103_TRINITY_DN24165_c0_g1_i1	
P3503_118_TRINITY_DN22391_c2_g7_i1	
P3503_119_TRINITY_DN22036_c0_g1_i1	
P3503_117_TRINITY_DN2584_c0_g1_i1	A5LFV8
P3503_105_TRINITY_DN30899_c0_g1_i1	Q6GQ53
P3503_109_TRINITY_DN27302_c0_g1_i1	
P3503_105_TRINITY_DN30321_c0_g1_i1	Q8BFZ8
P3503_106_TRINITY_DN14987_c0_g1_i1	O70572
P3503_125_TRINITY_DN24176_c0_g1_i1	O35548
P3503_132_TRINITY_DN23024_c7_g1_i1	Q60648
P3503_106_TRINITY_DN29468_c0_g1_i1	
P3503_109_TRINITY_DN21995_c0_g1_i1	
P3503_114_TRINITY_DN19938_c1_g1_i1	
P3503_101_TRINITY_DN20211_c2_g1_i1	Q8QG61
P3503_120_TRINITY_DN9524_c1_g1_i1	Q9WUB3
P3503_121_TRINITY_DN38226_c0_g1_i1	
P3503_101_TRINITY_DN15816_c1_g1_i1	
P3503_114_TRINITY_DN13970_c0_g1_i1	Q6PBT5
P3503_131_TRINITY_DN20476_c1_g1_i1	
P3503_119_TRINITY_DN20541_c0_g1_i1	Q8HY02
P3503_131_TRINITY_DN37101_c0_g1_i1	
P3503_119_TRINITY_DN20541_c0_g1_i2	Q8HY02
P3503_108_TRINITY_DN19732_c4_g2_i10	
P3503_130_TRINITY_DN22004_c6_g1_i1	P36514
P3503_130_TRINITY_DN22004_c6_g1_i2	P36514
P3503_109_TRINITY_DN24264_c0_g1_i1	
P3503_111_TRINITY_DN10121_c0_g2_i1	A4QNX3
P3503_120_TRINITY_DN21776_c0_g1_i1	Q14258
P3503_118_TRINITY_DN11388_c0_g1_i1	P20352
P3503_109_TRINITY_DN10523_c0_g1_i1	
P3503_133_TRINITY_DN15006_c0_g1_i1	
P3503_129_TRINITY_DN8170_c0_g1_i1	
P3503_109_TRINITY_DN25300_c0_g1_i1	D4A7U2
P3503_125_TRINITY_DN37466_c0_g1_i1	
P3503_109_TRINITY_DN29133_c0_g1_i1	A1L244
P3503_125_TRINITY_DN27136_c0_g1_i1	Q6M0B9
P3503_119_TRINITY_DN18571_c1_g1_i1	Q99590
P3503_102_TRINITY_DN30556_c0_g1_i1	Q95107
P3503_131_TRINITY_DN21556_c5_g1_i1	Q6DGP4
P3503_121_TRINITY_DN21276_c5_g3_i12	
P3503_129_TRINITY_DN15331_c0_g1_i1	Q99943
P3503_111_TRINITY_DN23854_c0_g1_i1	
P3503_119_TRINITY_DN7873_c0_g1_i1	D3Z3C6
P3503_125_TRINITY_DN39938_c0_g1_i1	Q98UF7
P3503_114_TRINITY_DN21710_c7_g7_i6	
P3503_125_TRINITY_DN193_c1_g1_i1	
P3503_105_TRINITY_DN17839_c0_g2_i1	
P3503_118_TRINITY_DN22276_c1_g1_i9	O19477
P3503_106_TRINITY_DN14128_c0_g1_i1	Q5VTY9
P3503_105_TRINITY_DN8749_c0_g1_i1	Q9NTM9
P3503_101_TRINITY_DN25911_c0_g1_i1	
P3503_109_TRINITY_DN17444_c0_g1_i1	O76080
P3503_103_TRINITY_DN20748_c0_g1_i1	F1RCR6
P3503_103_TRINITY_DN9008_c0_g1_i1	
P3503_129_TRINITY_DN10458_c0_g2_i1	Q9NS56
P3503_106_TRINITY_DN21865_c1_g15_i1	
P3503_109_TRINITY_DN36090_c0_g1_i1	
P3503_123_TRINITY_DN3143_c0_g1_i1	
P3503_118_TRINITY_DN22276_c1_g1_i3	Q8HWB0
P3503_119_TRINITY_DN8959_c0_g1_i1	Q6AY30
P3503_131_TRINITY_DN32281_c0_g1_i1	Q1LUD1
P3503_132_TRINITY_DN14180_c0_g2_i1	
P3503_120_TRINITY_DN14283_c0_g1_i1	
P3503_109_TRINITY_DN20445_c2_g1_i2	Q6ZQ58
P3503_114_TRINITY_DN21358_c10_g1_i1	Q5DU57
P3503_101_TRINITY_DN21944_c0_g1_i1	
P3503_131_TRINITY_DN23803_c0_g1_i1	
P3503_114_TRINITY_DN21707_c0_g4_i1	
P3503_120_TRINITY_DN21472_c7_g5_i1	Q96JI7
P3503_119_TRINITY_DN26618_c0_g1_i1	
P3503_133_TRINITY_DN28828_c0_g1_i1	P53368
P3503_102_TRINITY_DN19652_c0_g3_i9	Q91453
P3503_102_TRINITY_DN19652_c0_g3_i6	Q91453
P3503_102_TRINITY_DN19652_c0_g3_i7	Q91453
P3503_125_TRINITY_DN20409_c2_g1_i1	Q66KD6
P3503_113_TRINITY_DN18791_c3_g1_i1	
P3503_109_TRINITY_DN20755_c1_g1_i1	Q8R332
P3503_123_TRINITY_DN22599_c2_g1_i1	
P3503_109_TRINITY_DN7053_c0_g1_i1	
P3503_108_TRINITY_DN32255_c0_g1_i1	
P3503_121_TRINITY_DN36198_c0_g1_i1	
P3503_132_TRINITY_DN15739_c0_g1_i1	Q5XTS1
P3503_103_TRINITY_DN12209_c0_g1_i1	
P3503_129_TRINITY_DN7439_c0_g1_i1	Q9Z200
P3503_101_TRINITY_DN20319_c2_g2_i4	Q9P2M4
P3503_119_TRINITY_DN2537_c0_g1_i1	
P3503_102_TRINITY_DN18996_c0_g1_i2	A0JPE1
P3503_130_TRINITY_DN21601_c0_g1_i1	Q9NZ20
P3503_109_TRINITY_DN20586_c5_g5_i1	P79819
P3503_101_TRINITY_DN18540_c1_g1_i1	Q5R9L8
P3503_101_TRINITY_DN10266_c0_g1_i1	Q4W5Z4
P3503_132_TRINITY_DN18573_c0_g1_i1	Q7Z5H3
P3503_120_TRINITY_DN19839_c0_g1_i1	Q9Y2S2
P3503_132_TRINITY_DN1878_c0_g2_i1	Q9JHE6
P3503_120_TRINITY_DN37484_c0_g1_i1	Q06BI3
P3503_109_TRINITY_DN20177_c2_g2_i1	
P3503_113_TRINITY_DN18515_c0_g1_i2	Q6ZR37
P3503_109_TRINITY_DN17503_c0_g3_i1	Q6NYP0
P3503_114_TRINITY_DN18589_c0_g1_i1	P79145
P3503_129_TRINITY_DN4386_c0_g2_i1	P25440
P3503_119_TRINITY_DN20766_c5_g1_i1	Q9UPN3
P3503_129_TRINITY_DN4639_c0_g1_i1	
P3503_105_TRINITY_DN20903_c0_g1_i1	
P3503_130_TRINITY_DN39002_c0_g1_i1	Q2HNT2
P3503_109_TRINITY_DN26983_c0_g1_i1	Q5JTZ9
P3503_109_TRINITY_DN35497_c0_g1_i1	
P3503_105_TRINITY_DN12046_c0_g2_i1	
P3503_111_TRINITY_DN15746_c0_g2_i1	Q9I9N6
P3503_106_TRINITY_DN17263_c0_g1_i1	Q9Y2D9
P3503_103_TRINITY_DN29900_c0_g1_i1	P69045
P3503_108_TRINITY_DN14062_c0_g1_i1	P08572
P3503_129_TRINITY_DN21262_c0_g2_i1	A3KPQ7
P3503_133_TRINITY_DN22777_c1_g1_i1	
P3503_125_TRINITY_DN14573_c0_g1_i1	Q6WKZ4
P3503_130_TRINITY_DN39208_c0_g1_i1	
P3503_123_TRINITY_DN14083_c0_g1_i1	
P3503_106_TRINITY_DN25770_c0_g1_i1	
P3503_105_TRINITY_DN1262_c0_g1_i1	A4FV57
P3503_115_TRINITY_DN20487_c0_g3_i1	P80287
P3503_103_TRINITY_DN32987_c0_g1_i1	
P3503_121_TRINITY_DN28087_c0_g1_i1	
P3503_103_TRINITY_DN21543_c2_g1_i11	P98093
P3503_130_TRINITY_DN22222_c7_g9_i1	
P3503_129_TRINITY_DN21684_c0_g1_i1	P35406
P3503_118_TRINITY_DN38073_c0_g1_i1	
P3503_103_TRINITY_DN22499_c0_g1_i1	
P3503_109_TRINITY_DN12701_c0_g1_i1	Q9D3U0
P3503_114_TRINITY_DN37364_c0_g1_i1	
P3503_114_TRINITY_DN21492_c2_g1_i1	Q8WVI0
P3503_118_TRINITY_DN29819_c0_g1_i1	
P3503_133_TRINITY_DN31856_c0_g1_i1	
P3503_119_TRINITY_DN22162_c0_g1_i1	Q5BJJ7
P3503_108_TRINITY_DN19816_c7_g2_i3	Q6RY07
P3503_119_TRINITY_DN23214_c0_g8_i1	
P3503_113_TRINITY_DN20956_c5_g2_i6	P21328
P3503_118_TRINITY_DN18694_c0_g2_i1	B5DG51
P3503_118_TRINITY_DN26715_c0_g1_i1	
P3503_129_TRINITY_DN34342_c0_g1_i1	
P3503_130_TRINITY_DN29010_c0_g1_i1	
P3503_103_TRINITY_DN21527_c5_g3_i3	Q68F68
P3503_132_TRINITY_DN7151_c0_g1_i1	
P3503_131_TRINITY_DN26884_c0_g1_i1	
P3503_121_TRINITY_DN17967_c0_g1_i1	Q4SK88
P3503_131_TRINITY_DN12271_c0_g1_i1	Q8C4B4
P3503_114_TRINITY_DN25342_c0_g1_i1	
P3503_129_TRINITY_DN22639_c0_g1_i1	
P3503_101_TRINITY_DN21768_c0_g1_i1	Q9H6D7
P3503_111_TRINITY_DN15941_c0_g1_i1	
P3503_123_TRINITY_DN10673_c0_g1_i1	Q0P5N6
P3503_108_TRINITY_DN28209_c0_g1_i1	
P3503_131_TRINITY_DN21628_c3_g4_i4	Q92820
P3503_111_TRINITY_DN17481_c0_g1_i2	P09668
P3503_108_TRINITY_DN10882_c0_g1_i1	A0JMY5
P3503_130_TRINITY_DN35880_c0_g1_i1	
P3503_129_TRINITY_DN22269_c6_g6_i2	A1A5G2
P3503_106_TRINITY_DN27273_c0_g1_i1	
P3503_125_TRINITY_DN26246_c0_g1_i1	
